    1    1    1         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    1    2         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.3949013648E-08         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    1    3         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.4998344784E-08         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    1    4         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.1007611040E-07         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    1    5         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    1    6         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.3949013648E-08         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    2    1         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.1357584913E-09         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    2    2         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.9912650694E-08         0.7608518961E-08         0.0000000000E+00         0.0000000000E+00
    1    2    3         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.1711023079E-07         0.5817355641E-08         0.0000000000E+00         0.0000000000E+00
    1    2    4         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    2    5         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.1357584913E-09         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    2    6         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.9912650694E-08         0.7608518961E-08         0.0000000000E+00         0.0000000000E+00
    1    3    1         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.1165186587E-07         0.1941925866E-09         0.0000000000E+00         0.0000000000E+00
    1    3    2         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.7406896027E-08         0.2559763604E-07         0.0000000000E+00         0.0000000000E+00
    1    3    3         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.9835620364E-08         0.1747968342E-07         0.0000000000E+00         0.0000000000E+00
    1    3    4         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.1533298944E-08         0.3373858167E-08         0.0000000000E+00         0.0000000000E+00
    1    3    5         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.1165186587E-07         0.1941925866E-09         0.0000000000E+00         0.0000000000E+00
    1    3    6         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.7406896027E-08         0.2559763604E-07         0.0000000000E+00         0.0000000000E+00
    1    4    1         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.2943512869E-07         0.5551974831E-08         0.0000000000E+00         0.0000000000E+00
    1    4    2         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.4496698473E-07         0.1254380041E-07         0.0000000000E+00         0.0000000000E+00
    1    4    3         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.1362945752E-07         0.1618621152E-07         0.0000000000E+00         0.0000000000E+00
    1    4    4         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.1108236274E-07         0.1195389643E-07         0.0000000000E+00         0.0000000000E+00
    1    4    5         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.2943512869E-07         0.5551974831E-08         0.0000000000E+00         0.0000000000E+00
    1    4    6         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.4496698473E-07         0.1254380041E-07         0.0000000000E+00         0.0000000000E+00
    1    5    1         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    5    2         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.3949013648E-08         0.1146378739E-08         0.0000000000E+00         0.0000000000E+00
    1    5    3         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.4998344784E-08         0.4762640794E-08         0.0000000000E+00         0.0000000000E+00
    1    5    4         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.1007611040E-07         0.1656322347E-08         0.0000000000E+00         0.0000000000E+00
    1    5    5         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    5    6         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.3949013648E-08         0.1146378739E-08         0.0000000000E+00         0.0000000000E+00
    1    6    1         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00         0.1357584913E-09         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
    1    6    2         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00        -0.9912650694E-08         0.0000000000E+00         0.0000000000E+00         0.0000000000E+00
