    1    1    1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.38700741135402293791E-10    0.00000000000000000000E+00    0.00000000000000000000E+00    0.20597809217302221488E-10    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    1    2    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.42317441317452312570E-08    0.00000000000000000000E+00    0.00000000000000000000E+00    0.97154471162513468968E-09    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    1    3    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.35552362809980254535E-08    0.00000000000000000000E+00    0.00000000000000000000E+00    0.86016351898963178336E-09    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    1    4    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.44865186336887989443E-10    0.00000000000000000000E+00    0.00000000000000000000E+00    0.24125181431526672748E-10    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    1    5    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.38700741135402293791E-10    0.00000000000000000000E+00    0.00000000000000000000E+00    0.20597809217302221488E-10    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    1    6    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.42317441317452312570E-08    0.00000000000000000000E+00    0.00000000000000000000E+00    0.97154471162513468968E-09    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    2    1    0.27341983594525864112E-09    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00   -0.37876681735769865598E-08   -0.40113708641443005787E-09    0.00000000000000000000E+00   -0.84864276909286846426E-09   -0.45021344454881640954E-10    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    2    2    0.24467695048965158039E-07    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.22741331131874223409E-09    0.12283129340334049356E-07    0.00000000000000000000E+00    0.36113589865267693952E-11    0.29420385366675188714E-08    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    2    3    0.21520038718467648479E-07    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.33842380357474072353E-08    0.78901299615766845769E-08    0.00000000000000000000E+00    0.80376985108303777138E-09    0.18795886008816658497E-08    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    2    4    0.37889044361700715057E-09    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00   -0.11443746745337425513E-09    0.19100097044697440709E-08    0.00000000000000000000E+00   -0.25454228833961064877E-10    0.52189111188010039235E-09    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
    1    2    5    0.27341983594525864112E-09    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00   -0.42396878704967216381E-08   -0.40113708641443005787E-09    0.00000000000000000000E+00   -0.95943009127383069384E-09   -0.45021344454881640954E-10    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
