    2    2    2        -0.1618084424E-05         0.1816544322E-05         0.6377375252E-06
    2    2    3         0.1831896846E-05         0.4798190445E-06         0.1649933933E-06
    2    2    4        -0.3116112347E-07        -0.5553372915E-06         0.3294579995E-07
    2    2    5         0.4090158236E-06        -0.3337472268E-06        -0.5457751572E-06
    2    3    2        -0.1121445249E-06        -0.1625626439E-05        -0.3147424354E-06
    2    3    3         0.2692893920E-05        -0.1132139770E-06         0.6845620831E-07
    2    3    4         0.4092775821E-05         0.8397189086E-06        -0.2424187893E-07
    2    3    5         0.7612998873E-05        -0.1275894566E-05        -0.1977301608E-05
    2    4    2        -0.2093384345E-06         0.9080753083E-06        -0.1189481060E-05
    2    4    3         0.2509169294E-07         0.1397581234E-05        -0.1281134958E-05
    2    4    4         0.1464899581E-04         0.2414165566E-06         0.1902038720E-07
    2    4    5         0.4259684954E-05        -0.1659296738E-06         0.2451442786E-05
    2    5    2         0.1178353089E-06         0.0000000000E+00        -0.3647048925E-06
    2    5    3         0.1081256530E-06         0.0000000000E+00        -0.1547264630E-06
    2    5    4         0.3368454466E-05         0.0000000000E+00         0.6389696564E-06
    2    5    5         0.1480187047E-06         0.0000000000E+00         0.4960567918E-06
    3    2    2        -0.1247151312E-05         0.9923399828E-06         0.3799934860E-06
    3    2    3        -0.3253121108E-05         0.2579379078E-05         0.1360634195E-06
    3    2    4        -0.8233856641E-07         0.1002171684E-05         0.5000085014E-06
    3    2    5         0.1447635130E-07        -0.2286027965E-05        -0.6474221395E-07
    3    3    2        -0.4344172214E-05        -0.1495282400E-05        -0.1613017840E-05
    3    3    3        -0.3757269669E-05         0.3844189908E-06        -0.8886651316E-06
    3    3    4        -0.4399968786E-05         0.1177061104E-05         0.3112786589E-05
    3    3    5        -0.7546920081E-05         0.4301401822E-06         0.1299992172E-05
    3    4    2         0.1444913425E-05         0.5811382418E-06        -0.5334524226E-06
    3    4    3         0.4413972872E-05         0.2303924216E-06        -0.8601086344E-06
    3    4    4        -0.1000880890E-04         0.1255445508E-06         0.3627235599E-05
    3    4    5         0.4209259294E-06        -0.9040648817E-06        -0.3552981056E-06
    3    5    2        -0.1633447737E-06         0.0000000000E+00         0.1418726758E-06
    3    5    3        -0.8859382737E-07         0.0000000000E+00        -0.1155743468E-06
    3    5    4        -0.2510802522E-05         0.0000000000E+00         0.1660313277E-05
    3    5    5         0.6314999792E-06         0.0000000000E+00         0.1026647571E-06
    4    2    2        -0.6616806206E-07        -0.4189119330E-07        -0.2167254268E-06
    4    2    3        -0.1097997317E-06         0.2747463910E-05         0.2123549753E-06
    4    2    4         0.7929212313E-07         0.7466174771E-06        -0.4960885121E-06
    4    2    5         0.9460857796E-07        -0.4268646308E-06         0.0000000000E+00
    4    3    2        -0.2987519974E-06        -0.1797730804E-05         0.1526899796E-05
    4    3    3         0.1682407700E-05         0.1867289846E-06        -0.1458667990E-05
    4    3    4         0.1073371963E-04        -0.5048712105E-06        -0.1234287890E-05
    4    3    5         0.2370012594E-05         0.4991784231E-06         0.2088268194E-05
    4    4    2        -0.1822546606E-05        -0.4264375091E-06         0.5651266056E-07
    4    4    3        -0.3453195046E-05        -0.5711738079E-06        -0.1009503057E-05
    4    4    4        -0.1188345818E-06        -0.8025973565E-06         0.4125846256E-05
    4    4    5        -0.1737782808E-05        -0.6283938036E-06         0.1186843224E-05
    4    5    2         0.3945854166E-07         0.0000000000E+00        -0.2491907821E-06
    4    5    3         0.4235970105E-06         0.0000000000E+00        -0.7236948664E-06
    4    5    4        -0.3783549667E-06         0.0000000000E+00         0.1529692197E-05
    4    5    5        -0.8841931176E-06         0.0000000000E+00         0.3411548476E-07
    5    2    2         0.3720095561E-06         0.2200366677E-06        -0.7625406150E-07
    5    2    3         0.2782278122E-05        -0.4953061155E-06         0.4437181625E-06
    5    2    4         0.6933734124E-06         0.3863403537E-06        -0.3499595135E-06
    5    2    5         0.4136862383E-06        -0.1939348515E-05        -0.1543355293E-06
    5    3    2         0.1024182875E-04        -0.3439848157E-05         0.1063074571E-05
    5    3    3         0.8794338599E-05        -0.3166023684E-05         0.7763686485E-06
    5    3    4        -0.7094030874E-05        -0.2662216484E-05        -0.2474402608E-07
    5    3    5         0.1014740219E-05         0.9664745458E-06         0.7968934652E-06
    5    4    2         0.4726182470E-06         0.6698312144E-06        -0.1045986658E-05
    5    4    3         0.3633897892E-06        -0.1424022569E-05        -0.7586748200E-06
    5    4    4        -0.4959719741E-05         0.1436241750E-05        -0.9683074236E-08
    5    4    5        -0.1961486694E-05         0.9230092330E-06         0.1776439338E-05
    5    5    2        -0.2455139905E-07         0.0000000000E+00        -0.1875057542E-06
    5    5    3        -0.4073936973E-06         0.0000000000E+00        -0.1043674543E-06
    5    5    4        -0.5450162333E-06         0.0000000000E+00         0.2770047029E-07
    5    5    5         0.3825868909E-07         0.0000000000E+00         0.4506407377E-06
    6    2    2        -0.2886392648E-06        -0.1118283738E-05        -0.8481862786E-07
    6    2    3        -0.2679638371E-05         0.1111969477E-05        -0.6256257026E-06
    6    2    4        -0.6891161258E-06         0.5801191881E-06        -0.3182818402E-07
    6    2    5        -0.5390851542E-06        -0.6221258102E-06        -0.1834416537E-06
    6    3    2        -0.1020974900E-04        -0.2129611538E-05         0.9373478838E-06
    6    3    3        -0.1181415531E-04        -0.4108288698E-05         0.8551276477E-06
    6    3    4        -0.2709603627E-05        -0.2405056182E-05        -0.3325807867E-06
    6    3    5        -0.3933708555E-05         0.7880754141E-06        -0.5737802001E-07
    6    4    2         0.4245449955E-05        -0.2225972363E-06         0.3944526021E-05
    6    4    3         0.5281468373E-05         0.3848969957E-06         0.9622295525E-06
    6    4    4        -0.3893143098E-06         0.5567461308E-06         0.5964696262E-08
    6    4    5        -0.2937351548E-06        -0.6728185492E-06        -0.1240493392E-05
    6    5    2         0.6658508729E-06         0.0000000000E+00         0.1292622466E-05
    6    5    3         0.1867746015E-05         0.0000000000E+00        -0.1950906244E-07
    6    5    4        -0.1738381845E-07         0.0000000000E+00         0.1964852041E-06
    6    5    5        -0.3253982465E-06         0.0000000000E+00         0.1142041213E-06
    7    2    2         0.1005236262E-06        -0.6281931313E-06        -0.7713349621E-07
    7    2    3         0.0000000000E+00        -0.7880839355E-06        -0.2374714338E-07
    7    2    4         0.0000000000E+00         0.5492385899E-07        -0.1535807345E-06
    7    2    5         0.1849558830E-06         0.1258172308E-05         0.3545885110E-06
    7    3    2         0.4060710134E-05        -0.1752839348E-05        -0.1105883980E-06
    7    3    3         0.8842352598E-05        -0.2258864536E-05         0.7950675524E-07
