         2         2         2   -0.20418032182368031635E+00
         2         2         3   -0.13424508480605848448E+00
         2         2         4   -0.71232669128155998162E-01
         2         2         5   -0.38063716373316243413E-01
         2         3         2   -0.98764999699767885843E+00
         2         3         3   -0.59492724624899018249E+00
         2         3         4   -0.53008343013238334862E+00
         2         3         5   -0.33135771064812385989E+00
         2         4         2   -0.69603716271638305102E+00
         2         4         3   -0.74793011916124951810E+00
         2         4         4   -0.64380586044723675521E+00
         2         4         5   -0.83059897137045646254E+00
         2         5         2   -0.61811646752829442486E-01
         2         5         3   -0.13028284651881727463E+00
         2         5         4   -0.42049188148429755829E-01
         2         5         5   -0.11325891242658725488E+00
         3         2         2   -0.97393877258626387894E-01
         3         2         3   -0.19345593445115913389E+00
         3         2         4   -0.94794493387909573023E-01
         3         2         5   -0.12281838609362726034E+00
         3         3         2   -0.10634938352745253454E+01
         3         3         3   -0.80545828395010787837E+00
         3         3         4   -0.67257854149585083459E+00
         3         3         5   -0.65011353214710154713E+00
         3         4         2   -0.86725607727797682234E+00
         3         4         3   -0.59935938420529244475E+00
         3         4         4   -0.11230808683297266448E+01
         3         4         5   -0.56178467287126876428E+00
         3         5         2   -0.44473964122794119869E-01
         3         5         3   -0.52322987404774284892E-01
         3         5         4   -0.19882380799028537277E+00
         3         5         5   -0.94016487087287048396E-01
         4         2         2   -0.35386097327840627946E-01
         4         2         3   -0.12179679910614032989E+00
         4         2         4   -0.14966497084017654773E+00
         4         2         5   -0.54515359742619839967E-01
         4         3         2   -0.38406639986250790120E+00
         4         3         3   -0.79002678830032657675E+00
         4         3         4   -0.80450238623520720083E+00
         4         3         5   -0.83054521865632890965E+00
         4         4         2   -0.80624661515248496890E+00
         4         4         3   -0.76589735924497404085E+00
         4         4         4   -0.97956224709700989717E+00
         4         4         5   -0.79931595012263789712E+00
         4         5         2   -0.60388452862433696089E-01
         4         5         3   -0.12114133919325402455E+00
         4         5         4   -0.20491816542688504055E+00
         4         5         5   -0.69910903467682652956E-01
         5         2         2   -0.18573258580551428587E-01
         5         2         3   -0.98173249951475874409E-01
         5         2         4   -0.10442535113869515218E+00
         5         2         5   -0.92083824781641523960E-01
         5         3         2   -0.48792565128006265551E+00
         5         3         3   -0.64848924394732498921E+00
         5         3         4   -0.84537155091231641624E+00
         5         3         5   -0.39001415384174570322E+00
         5         4         2   -0.52154924279419290212E+00
         5         4         3   -0.77313567180416964408E+00
         5         4         4   -0.76526377486280972029E+00
         5         4         5   -0.31210258965165621481E+00
         5         5         2   -0.93499291491954017452E-01
         5         5         3   -0.14768030220657399343E+00
         5         5         4   -0.16437923815536661931E+00
         5         5         5   -0.34513698741681295146E-01
         6         2         2   -0.25470317415404827854E-01
         6         2         3   -0.13343451229695055260E+00
         6         2         4   -0.30669289068962282685E-01
         6         2         5   -0.81174958005640396319E-01
         6         3         2   -0.61210702666374572356E+00
         6         3         3   -0.90549975655990044832E+00
         6         3         4   -0.38113925144789984056E+00
         6         3         5   -0.38263492249501734888E+00
         6         4         2   -0.95762144796150427961E+00
         6         4         3   -0.10680348401312711459E+01
         6         4         4   -0.71256433784671280307E+00
         6         4         5   -0.49095079106691758009E+00
         6         5         2   -0.18432630048394593736E+00
         6         5         3   -0.24208180275634089140E+00
         6         5         4   -0.15635252516289990798E+00
         6         5         5   -0.55353924954922320567E-01
         7         2         2   -0.44784841849432342753E-01
         7         2         3   -0.10988511383505830676E-01
         7         2         4   -0.14014393127131282921E-01
         7         2         5   -0.99424091315600746088E-01
         7         3         2   -0.79254046858676296949E+00
         7         3         3   -0.54526131683535694616E+00
         7         3         4   -0.69159397946315714911E+00
         7         3         5   -0.74158972689413493740E+00
         7         4         2   -0.93361524484950786373E+00
         7         4         3   -0.10919108666837205046E+01
         7         4         4   -0.92594782264116071158E+00
         7         4         5   -0.74071015895189040723E+00
         7         5         2   -0.73072641241196181761E-01
         7         5         3   -0.21585290178078675449E+00
         7         5         4   -0.13412400120803097403E+00
         7         5         5   -0.93266514747060880186E-01
         8         2         2   -0.17029971154649045650E+00
         8         2         3   -0.12536633391731538678E+00
         8         2         4   -0.59839121451004957664E-01
         8         2         5   -0.25539883565023478729E-01
         8         3         2   -0.71673863224168621322E+00
         8         3         3   -0.93458572233430114995E+00
         8         3         4   -0.62812393676330391390E+00
         8         3         5   -0.65869686279423944608E+00
         8         4         2   -0.86649344309629783289E+00
         8         4         3   -0.10754607773228643808E+01
         8         4         4   -0.96353395561961086013E+00
         8         4         5   -0.77087256105895152203E+00
         8         5         2   -0.88454806353422829601E-01
         8         5         3   -0.52895597112127143435E-01
         8         5         4   -0.11939727138877932744E+00
         8         5         5   -0.17008032485150983981E+00
         9         2         2   -0.12913161946387319290E+00
         9         2         3   -0.85436553316784499823E-01
         9         2         4   -0.60420501264007893394E-01
         9         2         5   -0.12715944446743612795E+00
         9         3         2   -0.71816184119521608853E+00
         9         3         3   -0.93121481138369222030E+00
         9         3         4   -0.68813860666830461987E+00
         9         3         5   -0.68223317529015414795E+00
         9         4         2   -0.11758296224298989685E+01
         9         4         3   -0.11165166086738598228E+01
         9         4         4   -0.73490163736739266831E+00
         9         4         5   -0.87173109979686913551E+00
         9         5         2   -0.17351228435469692735E+00
         9         5         3   -0.15103816843057057961E+00
         9         5         4   -0.53218660822303802405E-01
         9         5         5   -0.13403120406799318154E+00
        10         2         2   -0.27300174200168229183E-01
        10         2         3   -0.56750559747243543851E-01
        10         2         4   -0.70740048421921011834E-01
        10         2         5   -0.93187957685009800701E-01
        10         3         2   -0.48697181580016685176E+00
        10         3         3   -0.45919662873516253754E+00
        10         3         4   -0.77533634492883130029E+00
        10         3         5   -0.64948794694037215169E+00
        10         4         2   -0.65868260704935266414E+00
        10         4         3   -0.72688871190497572616E+00
        10         4         4   -0.96690475790904895081E+00
        10         4         5   -0.53965195740290461401E+00
        10         5         2   -0.13307063042101216488E+00
        10         5         3   -0.17560969166180837031E+00
        10         5         4   -0.16805207260699250860E+00
        10         5         5   -0.89422192071389849932E-01
        11         2         2   -0.46082330070558258361E-01
        11         2         3   -0.71125424943893830743E-01
        11         2         4   -0.90656061328108869524E-01
        11         2         5   -0.15959344611808554126E+00
        11         3         2   -0.67193877540698399020E+00
        11         3         3   -0.82038599304020942693E+00
        11         3         4   -0.10387421055177588070E+01
        11         3         5   -0.15497394361195893087E+01
        11         4         2   -0.41497170028903579420E+00
        11         4         3   -0.48823898254489928039E+00
        11         4         4   -0.91026421355900877241E+00
        11         4         5   -0.90712794418291442522E+00
        11         5         2   -0.32395567982357591219E-01
        11         5         3   -0.43298113023445133907E-01
        11         5         4   -0.16003097697800097721E+00
        11         5         5   -0.21782826546833486403E+00
        12         2         2   -0.19510027606366536768E+00
        12         2         3   -0.16019317056685006273E+00
        12         2         4   -0.11881814421108884139E+00
        12         2         5   -0.19954917020767082292E+00
        12         3         2   -0.89829367019189232391E+00
        12         3         3   -0.87330670051594683212E+00
        12         3         4   -0.57080439569138774480E+00
        12         3         5   -0.83208287686282444984E+00
        12         4         2   -0.47440018768626340817E+00
        12         4         3   -0.56328448657509422315E+00
        12         4         4   -0.83371783040531588505E+00
        12         4         5   -0.67853159521222461414E+00
        12         5         2   -0.75927635144054206329E-01
        12         5         3   -0.12204538183591798206E+00
        12         5         4   -0.16767692729011490771E+00
        12         5         5   -0.11603877659080286122E+00
        13         2         2   -0.12100369428556843887E+00
        13         2         3   -0.21942438596317406785E+00
        13         2         4   -0.65654656005059361390E-01
        13         2         5   -0.19751476582688354267E+00
        13         3         2   -0.61824181830102065138E+00
        13         3         3   -0.11430998283795481552E+01
        13         3         4   -0.73174109311242618858E+00
        13         3         5   -0.92792508034664433758E+00
        13         4         2   -0.56636849667402533459E+00
        13         4         3   -0.56757426135298050252E+00
        13         4         4   -0.46008855975323365017E+00
        13         4         5   -0.50641911993388366575E+00
        13         5         2   -0.90306688773393664627E-01
        13         5         3   -0.71814550385348313588E-01
        13         5         4   -0.62571241651096551339E-01
        13         5         5   -0.86962859152967864063E-01
        14         2         2   -0.65144736711953768471E-01
        14         2         3   -0.13945397402691692146E+00
        14         2         4   -0.78127923891215755869E-01
        14         2         5   -0.45554863839506860856E-01
        14         3         2   -0.86644693196660216294E+00
        14         3         3   -0.72447709057484299677E+00
        14         3         4   -0.82855956486635717884E+00
        14         3         5   -0.69726807540086943593E+00
        14         4         2   -0.68348934355409629582E+00
        14         4         3   -0.10606593530514880630E+01
        14         4         4   -0.72780624842317531709E+00
        14         4         5   -0.43572253609997035895E+00
        14         5         2   -0.49175077182089188543E-01
        14         5         3   -0.16319571860889059423E+00
        14         5         4   -0.53580221759523295744E-01
        14         5         5   -0.61951589316286297116E-01
        15         2         2   -0.86135816055597516638E-01
