EY    5   2   1   2    0.29883992930906541494E-09    0.16366228793915860030E-09    0.41043648147446176275E-09   -0.37048051835065561187E-09    0.34011704212155869516E-08    0.42317441317452312570E-08    0.00000000000000000000E+00
EY    5   3   1   2    0.39741103704299697588E-09    0.18015675464707180687E-09    0.20055977698250546343E-10   -0.16924869020271988332E-09    0.10922668212125924867E-08    0.34011704212155869516E-08    0.00000000000000000000E+00
EY    5   4   1   2   -0.13362365652307325054E-10   -0.11438830142011910085E-10   -0.15928108008185235988E-09   -0.35417669527124104703E-11    0.97190801782722367113E-09    0.10922668212125924867E-08    0.00000000000000000000E+00
EY    5   5   1   2    0.11014091464467129292E-09    0.51725873269327520367E-10   -0.84607317307875565473E-10   -0.86095350493720645551E-11    0.23511869199360481388E-09    0.97190801782722367113E-09    0.00000000000000000000E+00
EY    5   6   1   2   -0.27897036843280708167E-09   -0.12995561310600906690E-09   -0.55779165130338541802E-10    0.12177693951377559695E-10    0.18753561241949833095E-08    0.23511869199360481388E-09    0.00000000000000000000E+00
EY    5   7   1   2    0.27483451712317620090E-09    0.12897511606249794294E-09   -0.54588433932627460414E-10    0.42024345710142816270E-10    0.12076197490667424031E-09    0.18753561241949833095E-08    0.00000000000000000000E+00
EY    5   8   1   2   -0.95617977420769562910E-09   -0.45101167628508494169E-09   -0.89961310333693356312E-10   -0.32542754362590592495E-09    0.61069996255049987151E-08    0.12076197490667424031E-09    0.00000000000000000000E+00
EY    5   9   1   2    0.69854552454847596877E-09    0.33001660183386936033E-09   -0.23881825042920625499E-09   -0.11647613728771084681E-09    0.17851143083710570217E-08    0.61069996255049987151E-08    0.00000000000000000000E+00
EY    5  10   1   2    0.16291419840720035171E-09    0.75712417647955759704E-10    0.78477026356515385835E-10   -0.11834928411425410626E-10    0.87145906667896320945E-09    0.17851143083710570217E-08    0.00000000000000000000E+00
EY    5  11   1   2   -0.31611074641737730586E-09   -0.15231533358167863915E-09   -0.32510163946003029696E-10   -0.53335183092824998115E-10    0.27616902644126484588E-08    0.87145906667896320945E-09    0.00000000000000000000E+00
EY    5  12   1   2   -0.23086780103449019107E-09   -0.99214843762032432827E-10   -0.91414400954526920448E-10    0.31029970194504088235E-11    0.41793123079368286081E-08    0.27616902644126484588E-08    0.00000000000000000000E+00
EY    5  13   1   2    0.13334791809837685885E-09    0.58451915787011936371E-10    0.11022840647058374938E-09   -0.14373613840025893961E-09    0.35558036543801562522E-08    0.41793123079368286081E-08    0.00000000000000000000E+00
EY    5  14   1   2    0.12209503371226022177E-09    0.52730529822469188997E-10   -0.78961776297001495218E-10   -0.98314222830397926940E-11    0.27002039488027435994E-08    0.35558036543801562522E-08    0.00000000000000000000E+00
EY    5  15   1   2    0.35360923037509731651E-09    0.17281385746090585721E-09   -0.94848761963390805423E-10    0.29132951007979951469E-09    0.28186156224530801680E-09    0.27002039488027435994E-08    0.00000000000000000000E+00
EY    5  16   1   2   -0.43517021367079823548E-09   -0.20929643157981135048E-09   -0.15457089344063237294E-09    0.78358229273881840241E-11    0.27138169026296810829E-08    0.28186156224530801680E-09    0.00000000000000000000E+00
EY    5  17   1   2    0.40910782527093719469E-09    0.19478113772592197203E-09   -0.26725919111390865884E-10    0.25034257473843235731E-10    0.21804416353065033118E-09    0.27138169026296810829E-08    0.00000000000000000000E+00
