         2         2         2   -0.40836118180274377375E-04
         2         2         3   -0.26849032443375798855E-04
         2         2         4   -0.14246460966618746514E-04
         2         2         5   -0.76126636679092699603E-05
         2         3         2   -0.19752959926119901201E-03
         2         3         3   -0.11898530649373166665E-03
         2         3         4   -0.10601611938323884563E-03
         2         3         5   -0.66271000491750496381E-04
         2         4         2   -0.13920700408251868987E-03
         2         4         3   -0.14958583961232515256E-03
         2         4         4   -0.12876057681923897338E-03
         2         4         5   -0.16611914770140590166E-03
         2         5         2   -0.12362316801693805170E-04
         2         5         3   -0.26056609272266542074E-04
         2         5         4   -0.84097795038735995133E-05
         2         5         5   -0.22651679122520599762E-04
         3         2         2   -0.19478831072856690623E-04
         3         2         3   -0.38691153976350481630E-04
         3         2         4   -0.18958896222290659280E-04
         3         2         5   -0.24563719278709843913E-04
         3         3         2   -0.21269931320408907906E-03
         3         3         3   -0.16109141417226346786E-03
         3         3         4   -0.13451595282998001879E-03
         3         3         5   -0.13002294059569809983E-03
         3         4         2   -0.17345121799210351131E-03
         3         4         3   -0.11987182813789851188E-03
         3         4         4   -0.22461643068303962525E-03
         3         4         5   -0.11235714967240285748E-03
         3         5         2   -0.88947818177956565391E-05
         3         5         3   -0.10464594862177494840E-04
         3         5         4   -0.39764687673763304864E-04
         3         5         5   -0.18803306236929216526E-04
         4         2         2   -0.70772150241118981896E-05
         4         2         3   -0.24359402985504922484E-04
         4         2         4   -0.29932896060083870511E-04
         4         2         5   -0.10903025843110832871E-04
         4         3         2   -0.76813285844554485726E-04
         4         3         3   -0.15800545655467393836E-03
         4         3         4   -0.16089992361261333032E-03
         4         3         5   -0.16610875516519357765E-03
         4         4         2   -0.16124959612985535935E-03
         4         4         3   -0.15317940035266820438E-03
         4         4         4   -0.19591216244933416703E-03
         4         4         5   -0.15986342514328927712E-03
         4         5         2   -0.12077699376549530267E-04
         4         5         3   -0.24228175907875714671E-04
         4         5         4   -0.40983643545656099833E-04
         4         5         5   -0.13982275322076620903E-04
         5         2         2   -0.37146689477763000794E-05
         5         2         3   -0.19634621229809641365E-04
         5         2         4   -0.20885221351172797693E-04
         5         2         5   -0.18416801839554028164E-04
         5         3         2   -0.97585005643612118733E-04
         5         3         3   -0.12969791512447426118E-03
         5         3         4   -0.16907500431540312710E-03
         5         3         5   -0.78003257479156924204E-04
         5         4         2   -0.10430958294633067287E-03
         5         4         3   -0.15462715395193944875E-03
         5         4         4   -0.15305328758971847814E-03
         5         4         5   -0.62420573611215399721E-04
         5         5         2   -0.18699763104063305631E-04
         5         5         3   -0.29536140205865587253E-04
         5         5         4   -0.32875928310586928797E-04
         5         5         5   -0.69026982336604017764E-05
         6         2         2   -0.50940243451220442806E-05
         6         2         3   -0.26686978944427570688E-04
         6         2         4   -0.61338611158376718800E-05
         6         2         5   -0.16234943880071989457E-04
         6         3         2   -0.12242119248032082486E-03
         6         3         3   -0.18109996258666090124E-03
         6         3         4   -0.76227697820680851478E-04
         6         3         5   -0.76526766940358652031E-04
         6         4         2   -0.19152435151114215206E-03
         6         4         3   -0.21360667498622040099E-03
         6         4         4   -0.14251254170817581417E-03
         6         4         5   -0.98189917401553884800E-04
         6         5         2   -0.36865302396121245852E-04
         6         5         3   -0.48416217481570301430E-04
         6         5         4   -0.31270466288781312899E-04
         6         5         5   -0.11070786289168543123E-04
         7         2         2   -0.89570140242600747023E-05
         7         2         3   -0.21977303982366992156E-05
         7         2         4   -0.28028947826362299612E-05
         7         2         5   -0.19884885662647307507E-04
         7         3         2   -0.15850836289939523437E-03
         7         3         3   -0.10905226557499919236E-03
         7         3         4   -0.13831868680727295914E-03
         7         3         5   -0.14831757296335636252E-03
         7         4         2   -0.18672303249635483087E-03
         7         4         3   -0.21838227559078238335E-03
         7         4         4   -0.18518932960643927463E-03
         7         4         5   -0.14814178507568582003E-03
         7         5         2   -0.14614606374076329791E-04
         7         5         3   -0.43170693854296875538E-04
         7         5         4   -0.26824767215889613707E-04
         7         5         5   -0.18653198547158043115E-04
         8         2         2   -0.34059773601842294481E-04
         8         2         3   -0.25073145827696440680E-04
         8         2         4   -0.11967764372556248165E-04
         8         2         5   -0.51079453118669648832E-05
         8         3         2   -0.14334757716441366899E-03
         8         3         3   -0.18691695402534933153E-03
         8         3         4   -0.12562489397879305383E-03
         8         3         5   -0.13173982018744079844E-03
         8         4         2   -0.17329868074896507190E-03
         8         4         3   -0.21509231710597608717E-03
         8         4         4   -0.19270729587243120673E-03
         8         4         5   -0.15417496431410643580E-03
         8         5         2   -0.17690849371271902382E-04
         8         5         3   -0.10579166855804705879E-04
         8         5         4   -0.23879577805321976588E-04
         8         5         5   -0.34016161651965692533E-04
         9         2         2   -0.25826445204920421409E-04
         9         2         3   -0.17087385184743168618E-04
         9         2         4   -0.12084109441909414277E-04
         9         2         5   -0.25431885030051162156E-04
         9         3         2   -0.14363237121038348668E-03
         9         3         3   -0.18624310309325550240E-03
         9         3         4   -0.13762752983930218176E-03
         9         3         5   -0.13644640158073055710E-03
         9         4         2   -0.23516556817949156306E-03
         9         4         3   -0.22330294469670623563E-03
         9         4         4   -0.14697994693581647877E-03
         9         4         5   -0.17434581867397687524E-03
         9         5         2   -0.34702434806528334509E-04
         9         5         3   -0.30207488033730426307E-04
