EZ    3   2   2   1    0.18852950676148820414E-08    0.11820301759631310087E-08   -0.93479536031447636463E-10   -0.10647779108332938015E-08   -0.56200070971120269176E-09   -0.91857770723143921302E-10   -0.58063083969080804799E-06
EZ    3   3   2   1    0.82004408805874380861E-09    0.51532716982195570670E-09    0.79342027574824837182E-10   -0.93479536031447636463E-10   -0.40942278952568108008E-09   -0.40416604279152879359E-10   -0.26006848542632066446E-06
EZ    3   4   2   1    0.49093773938997435802E-10    0.94860199820854562487E-11    0.52409109912831483275E-09    0.79342027574824837182E-10   -0.85948938603363897073E-11   -0.13692199160334138114E-12    0.00000000000000000000E+00
EZ    3   5   2   1    0.21391307419685084447E-10    0.44456835825567659801E-11    0.36599799531501833546E-09    0.52409109912831483275E-09   -0.38514303227963736907E-09   -0.33920860945792205998E-12    0.00000000000000000000E+00
EZ    3   6   2   1   -0.55126709561596713547E-10   -0.35573646995046142814E-10    0.40489794959511849494E-09    0.36599799531501833546E-09    0.97098050983814142163E-10    0.28571152776114378159E-11    0.15418895752780203322E-07
EZ    3   7   2   1   -0.22780311572706110058E-09   -0.12788306279983334830E-09    0.32564970916824307068E-09    0.40489794959511849494E-09    0.35295335212237209442E-09    0.94986425040438350270E-11    0.65506680322075618716E-07
EZ    3   8   2   1    0.13946076371378759171E-08    0.10106244835945583008E-08   -0.10830962204538688605E-08    0.32564970916824307068E-09   -0.10602149752500219430E-09   -0.83485455276454779748E-10   -0.50549486484324053997E-06
EZ    3   9   2   1    0.68297015657379356236E-09    0.37839268645732529467E-09    0.95623111620454148764E-10   -0.10830962204538688605E-08   -0.12388953825559452118E-09   -0.27605903995445058490E-10   -0.19369556613385630243E-06
EZ    3  10   2   1    0.13409115311462566069E-09    0.50088158581608797561E-10    0.85620548093161145140E-09    0.95623111620454148764E-10   -0.16214113071449978325E-10   -0.26888159250388143978E-11   -0.16343382411237707511E-07
EZ    3  11   2   1    0.16663479308337162923E-09    0.13832142528550972058E-09    0.61630684016734205051E-10    0.85620548093161145140E-09   -0.41653240746335603340E-09   -0.12421562112577182092E-10   -0.65537616146241930065E-07
EZ    3  12   2   1    0.83322345574998039234E-10    0.20404172151876463980E-10    0.10960580150080662367E-08    0.61630684016734205051E-10    0.30853819241731007767E-09   -0.17323725617470112719E-12    0.29335231091036290561E-08
EZ    3  13   2   1    0.52132108589886893318E-09    0.41474463631306487670E-09   -0.25674678838958707511E-09    0.10960580150080662367E-08   -0.62133979675620689573E-10   -0.35596194170807683459E-10   -0.22287121415767859085E-06
EZ    3  14   2   1   -0.26166704249349817458E-11    0.12228197035220551396E-10   -0.73008998305849361734E-09   -0.25674678838958707511E-09   -0.64945923447593618476E-10   -0.14958011149042252737E-11   -0.21513225928028551521E-07
EZ    3  15   2   1   -0.13001815252922367292E-08   -0.91513017754219710666E-09    0.14825291993184663523E-09   -0.73008998305849361734E-09   -0.29545886292970769360E-09    0.74336989760523437943E-10    0.49152077428023878457E-06
EZ    3  16   2   1   -0.11350699529670648489E-10   -0.19603670855571009625E-10    0.32946283615622420081E-09    0.14825291993184663523E-09   -0.34562726132790177663E-10    0.19755586500691803938E-11    0.10532304011383284616E-07
EZ    3  17   2   1   -0.11719409055180526577E-09   -0.72788625907546239345E-10    0.24619878627670757702E-09    0.32946283615622420081E-09    0.16022429161779538146E-10    0.57243206033400918319E-11    0.36293096187217234247E-07
EZ    3  18   2   1   -0.12274693439370136256E-10   -0.23532764369795594143E-11   -0.28248322873503224539E-10    0.24619878627670757702E-09   -0.17636537349100372803E-09   -0.86441730126589809265E-13    0.00000000000000000000E+00
EZ    3  19   2   1    0.52865690638411916389E-10    0.10475796612063992126E-10    0.91032507050629588783E-12   -0.28248322873503224539E-10   -0.49835669206040729588E-09   -0.38804993309957070822E-12    0.00000000000000000000E+00
EZ    3  20   2   1   -0.41292452463715910589E-13    0.00000000000000000000E+00    0.00000000000000000000E+00    0.91032507050629588783E-12   -0.47991081665879430305E-12    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  21   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  22   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  23   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  24   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  25   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  26   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  27   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  28   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  29   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  30   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  31   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  32   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  33   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  34   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  35   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  36   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  37   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  38   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  39   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  40   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  41   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
EZ    3  42   2   1    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00    0.00000000000000000000E+00
