EX    3   1   2   2    0.19264482611647587743E-07    0.13970030316336003240E-07    0.31657644834738816081E-08    0.11668218136011670967E-08    0.13326165849245991087E-09   -0.10647779108332938015E-08   -0.52303800472678293557E-05
EX    3   2   2   2    0.16495238202464296411E-07    0.98231177711906120116E-08    0.67157197682450098299E-08    0.74698426907988692330E-09    0.59315095458770382135E-10   -0.93479536031447636463E-10   -0.62068451618596929582E-05
EX    3   3   2   2    0.51882877697170805233E-08    0.29829714479395436924E-08    0.23494093277233956436E-08    0.21771606080846950190E-09   -0.85946809572424586759E-09    0.79342027574824837182E-10   -0.19596760505604166920E-05
EX    3   4   2   2    0.45866264938881709361E-08    0.29061069328943729791E-08    0.26229353629033705025E-08    0.22984019171324043014E-09   -0.49915756288800737746E-09    0.52409109912831483275E-09   -0.14072120543372816892E-05
EX    3   5   2   2    0.10466251243657425465E-08    0.52392118945341167928E-09    0.23069897937532681375E-08    0.39460799473131200823E-10   -0.89558477320906690799E-09    0.36599799531501833546E-09   -0.24037499388799316551E-06
EX    3   6   2   2    0.88972248550108979269E-08    0.56699086819776579742E-08    0.63154502301729036338E-08    0.44863215680985010273E-09    0.15563269379143863612E-09    0.40489794959511849494E-09   -0.27380295066999007521E-05
EX    3   7   2   2    0.35431820877998512186E-09    0.71053575950550793165E-10    0.32304176032685112953E-08    0.46735377253450282168E-11    0.10585864343480687051E-10    0.32564970916824307068E-09    0.00000000000000000000E+00
EX    3   8   2   2    0.28922867505863571779E-07    0.19284217676253693449E-07    0.30586820526120687264E-08    0.15403635150310030263E-08    0.48695325503768147062E-09   -0.10830962204538688605E-08   -0.96427883046427186005E-05
EX    3   9   2   2    0.82816032099050546077E-08    0.53363855877646548388E-08    0.41659487533071616497E-08    0.42450222567112752877E-09   -0.73616341843313698756E-10    0.95623111620454148764E-10   -0.26323627436524157380E-05
EX    3  10   2   2    0.40173279157949699299E-08    0.25011381878032365026E-08    0.22221551628369884341E-08    0.19708091751716046530E-09   -0.24562153780265220262E-09    0.85620548093161145140E-09   -0.12660376268674065685E-05
EX    3  11   2   2    0.12722033928454839946E-07    0.85536492071933105492E-08    0.56324580240523798203E-08    0.71296181999805284577E-09    0.21926054017998881670E-09    0.61630684016734205051E-10   -0.37874354134302444256E-05
EX    3  12   2   2    0.19904452217970226807E-07    0.12810739010801272377E-07    0.39489673052871993333E-08    0.98978499758931053469E-09   -0.31705878688476380740E-09    0.10960580150080662367E-08   -0.67439292784016965208E-05
EX    3  13   2   2    0.16686430556748277173E-07    0.10917491097088420656E-07    0.44040307946594026604E-08    0.86918546891607685366E-09   -0.54203178406466658638E-09   -0.25674678838958707511E-09   -0.54633290339463818968E-05
EX    3  14   2   2    0.12568359121955389229E-07    0.85113290667819965222E-08    0.43701948269049217487E-08    0.69016300884734500361E-09    0.45229903850896666575E-09   -0.73008998305849361734E-09   -0.38572186314541829071E-05
EX    3  15   2   2    0.13323842532167734818E-08    0.39882692609309618282E-09    0.41695003686470504850E-08    0.17224075535028827506E-10   -0.76022413967067429672E-09    0.14825291993184663523E-09   -0.52869705890651386197E-06
EX    3  16   2   2    0.12876725967124836918E-07    0.84838989235192669885E-08    0.30782395892197490090E-08    0.67603848365623956016E-09    0.24440646841338215643E-09    0.32946283615622420081E-09   -0.41938464457410634128E-05
EX    3  17   2   2    0.93346072750150173063E-09    0.32734171001904081463E-09    0.55941552567068029270E-08    0.21912935911673864461E-10   -0.45636949307198801138E-09    0.24619878627670757702E-09   -0.10413416947095488690E-06
